@relation 'context2_b01-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,2'

@attribute Age numeric
@attribute Sensor1 numeric
@attribute Sensor2 numeric
@attribute Sensor3 numeric
@attribute Sensor5 numeric
@attribute Sensor6 numeric
@attribute Sensor7 numeric
@attribute Sensor8 numeric
@attribute Sensor9 numeric
@attribute Sleep {nsleep,sleep}

@data
38,0.53262,-3.5712,32.801,32.02,0.21282,-0.27414,0.20794,0.36673,sleep
38,0.53262,-3.5712,32.835,32.057,0.17314,-0.27414,0.26087,0.36673,sleep
38,0.53262,-2.7991,32.852,32.076,0.42925,-0.32464,1.0586,0.42722,sleep
38,0.53262,-1.11,32.835,32.113,0.19479,-0.33186,0.48772,0.43857,sleep
38,0.55925,0.57912,32.801,32.151,1.6845,-0.20561,3.9887,0.05293,sleep
38,0.56813,0.86868,32.801,32.169,0.054107,-0.18036,0.96787,0.022684,sleep
38,0.55925,1.0135,32.801,32.169,0.27414,-0.18396,0.71078,0.022684,sleep
38,0.55037,1.0135,32.835,32.188,0.25971,-0.18396,0.39698,0.015123,sleep
38,0.55037,0.91694,32.852,32.225,0.14068,-0.18396,0.2949,0.015123,sleep
38,0.54149,0.86868,32.869,32.263,0.43646,-0.19479,2.0303,-0.007562,sleep
38,0.54149,0.62738,32.903,32.282,0.12986,-0.202,0.40076,0.015123,sleep
38,0.51486,1.5443,32.886,32.282,28.774,-0.097393,31.97,-0.65029,sleep
38,0.51486,2.1234,32.852,32.282,8.181,0.018036,12.488,-0.93763,sleep
38,0.54149,2.5095,32.835,32.282,9.3064,-0.072143,15.032,-0.99056,sleep
38,0.55037,3.2817,32.835,32.282,30.314,-0.11182,43.97,-0.87335,sleep
38,0.58588,5.3086,32.784,32.263,47.135,0.079357,50.787,-0.88848,sleep
38,0.58588,4.826,32.784,32.207,0.91261,0.23086,0.53687,-0.96409,sleep
38,0.577,4.1021,32.818,32.188,39.798,0.082964,53.373,-0.95275,sleep
38,0.58588,4.5847,32.801,32.188,12.704,-0.101,25.308,-0.99434,sleep
38,0.36396,19.401,30.828,29.996,316.78,0.84046,182.55,-0.35161,nsleep
38,0.32845,20.462,30.795,29.978,348.57,0.88736,177.66,-0.36673,nsleep
38,0.31957,22.441,30.73,29.96,355.52,0.89818,169.51,-0.36295,nsleep
38,0.31069,24.854,30.631,29.924,337.84,0.88736,154.15,-0.35917,nsleep
38,0.31069,26.639,30.516,29.851,361.9,0.89818,168.48,-0.36673,nsleep
38,0.31069,28.859,30.402,29.779,355.15,0.89818,165.96,-0.35917,nsleep
38,0.33732,28.425,30.304,29.707,187.18,0.85489,128.22,-0.34783,nsleep
38,0.33732,27.219,30.304,29.689,52.066,0.8585,80.598,-0.30246,nsleep
38,0.32845,27.122,30.255,29.616,108.07,0.8585,102.39,-0.26465,nsleep
38,0.32845,24.227,30.271,29.562,37.951,0.84046,27.569,-0.11342,nsleep
38,0.31957,22.875,30.32,29.526,49.966,0.86932,27.225,-0.14367,nsleep
38,0.31957,21.862,30.369,29.508,23.721,0.91982,32.231,-0.075615,nsleep
38,0.31957,20.752,30.418,29.49,35.083,0.86211,26.567,-0.12476,nsleep
38,0.31957,19.545,30.467,29.472,29.106,0.909,31.524,-0.045369,nsleep
38,0.31957,18.387,30.516,29.472,69.697,0.909,55.309,-0.018904,nsleep
38,0.31957,17.277,30.565,29.472,48.559,0.85489,37.471,-0.037807,nsleep
38,0.31957,15.781,30.631,29.472,72.933,0.86932,56.348,-0.034027,nsleep
38,0.31957,14.381,30.697,29.508,81.608,0.88736,62.477,-0.037807,nsleep
38,0.31957,13.271,30.763,29.508,78.733,0.84768,51.361,-0.041588,nsleep
38,0.31957,12.355,30.812,29.526,37.319,0.88736,31.104,-0.04915,nsleep
38,0.31957,11.679,30.861,29.544,55.103,0.69979,50.333,-0.31002,nsleep
38,0.29294,8.1077,30.304,29.418,114.73,0.41482,120.05,-0.48016,nsleep
38,0.30182,8.3972,30.353,29.472,442.06,0.90539,183.68,-0.23441,nsleep
38,0.30182,10.955,30.336,29.508,429.3,0.91261,162.57,-0.18904,nsleep
38,0.30182,14.14,30.255,29.49,416.43,0.91261,161.48,-0.20416,nsleep
38,0.30182,17.277,30.157,29.436,414.67,0.909,180.53,-0.20416,nsleep
38,0.30182,19.787,30.026,29.364,414.09,0.91621,202.22,-0.18148,nsleep
38,0.28406,18.291,30.861,29.996,125.99,0.60961,147.69,-0.31758,sleep
38,0.29294,17.084,30.845,29.978,13.061,0.22725,24.136,-0.66541,sleep
38,0.29294,14.671,30.927,29.978,1.5583,0.28496,4.1135,-0.65785,sleep
38,0.29294,12.596,31.026,29.996,0.16954,0.28857,0.30246,-0.66541,sleep
38,0.29294,10.81,31.125,30.033,0.11543,0.28857,0.1777,-0.66541,sleep
38,0.29294,9.2659,31.241,30.087,0.16593,0.28857,0.13989,-0.66541,sleep
38,0.30182,7.8181,31.324,30.16,1.0136,0.28857,1.5879,-0.67297,sleep
38,0.30182,6.7081,31.407,30.233,4.1626,0.43646,5.0927,-0.23063,sleep
38,0.30182,5.7429,31.49,30.305,0.093786,0.46171,0.43857,-0.18526,sleep
38,0.30182,4.7295,31.573,30.396,0.25971,0.46893,0.45747,-0.18148,sleep
38,0.30182,4.0538,31.64,30.506,0.50861,0.47614,0.29112,-0.1777,sleep
38,0.30182,3.5712,31.723,30.597,0.43646,0.47975,0.52552,-0.1777,sleep
38,0.30182,5.4051,31.774,30.707,8.8303,-0.028857,12.979,-0.71456,sleep
38,0.30182,8.8316,31.707,30.799,0.24889,-0.057714,0.79774,-0.74103,sleep
38,0.30182,10.472,31.673,30.835,0.12986,-0.057714,0.43101,-0.74103,sleep
38,0.30182,11.1,31.657,30.854,0.11182,-0.057714,0.44613,-0.74103,sleep
38,0.30182,11.245,31.657,30.872,0.068536,-0.057714,0.32514,-0.73725,sleep
38,0.30182,11.1,31.673,30.891,0.101,-0.057714,0.20038,-0.73725,sleep
38,0.30182,10.81,31.69,30.909,0.16232,-0.057714,0.65785,-0.73725,sleep
38,0.30182,10.472,31.707,30.927,0.23086,-0.057714,0.42344,-0.73725,sleep
38,0.30182,10.086,31.74,30.946,0.064929,-0.057714,0.3138,-0.73725,sleep
38,0.31069,9.7003,31.774,30.946,0.13346,-0.057714,0.53687,-0.73725,sleep
38,0.31069,9.3142,31.79,30.964,0.10821,-0.057714,0.78262,-0.73725,sleep
38,0.31069,8.9281,31.807,30.982,0.043286,-0.057714,0.23063,-0.73725,sleep
38,0.31069,8.6385,31.84,31.001,1.7928,-0.043286,1.0132,-0.64273,sleep
38,0.31069,8.1559,31.874,31.019,0.21643,-0.039679,0.33649,-0.60492,sleep
38,0.31069,7.7216,31.907,31.019,0.34989,-0.039679,0.11342,-0.60492,sleep
38,0.31069,7.3838,31.941,31.019,0.16954,-0.036071,0.27599,-0.60114,sleep
38,0.31069,7.046,31.974,31.038,0.42925,-0.036071,0.28356,-0.60114,sleep
38,0.31069,6.8047,31.991,31.074,0.47254,-0.02525,0.79396,-0.63895,sleep
38,0.31069,6.6116,32.041,31.093,0.20561,-0.018036,1.2855,-0.64651,sleep
38,0.31069,6.4186,32.058,31.093,0.090179,-0.018036,1.2741,-0.64651,sleep
38,0.31069,6.1773,32.075,31.111,0.36432,-0.018036,1.1834,-0.64273,sleep
38,0.31069,6.0325,32.092,31.13,0.18036,-0.018036,1.7316,-0.64273,sleep
38,0.31069,5.7912,32.125,31.167,5.6776,-0.046893,14.476,-0.64273,sleep
38,0.31069,6.129,32.142,31.185,10.078,-0.097393,18.087,-0.61626,sleep
38,0.31069,6.129,32.159,31.203,0.34629,-0.082964,0.34783,-0.5898,sleep
38,0.31069,5.8395,32.176,31.222,0.28136,-0.082964,0.63139,-0.5898,sleep
38,0.31069,5.5982,32.209,31.222,0.15871,-0.082964,0.54065,-0.5898,sleep
38,0.31069,5.3569,32.226,31.24,0.20921,-0.082964,0.41588,-0.5898,sleep
38,0.31069,5.1638,32.26,31.259,0.24168,-0.082964,0.3932,-0.5898,sleep
38,0.31069,4.9708,32.293,31.277,0.090179,-0.082964,0.43479,-0.5898,sleep
38,0.31069,4.7777,32.327,31.296,0.15511,-0.082964,0.2949,-0.5898,sleep
38,0.31069,4.6812,32.327,31.333,12.134,-0.12986,15.599,-0.54443,sleep
38,0.31069,4.633,32.361,31.351,0.15871,-0.11182,0.41966,-0.45369,sleep
38,0.31069,4.1021,32.378,31.388,0.33907,-0.10821,1.0775,-0.45369,sleep
38,0.31069,3.716,32.411,31.407,0.37154,-0.10821,0.79774,-0.45369,sleep
38,0.31069,3.4747,32.445,31.444,2.5791,-0.12986,4.4386,-0.43857,sleep
38,0.31069,3.716,32.479,31.481,0.37514,-0.14789,0.12476,-0.48394,sleep
38,0.31069,3.6678,32.496,31.518,0.20921,-0.14429,0.18904,-0.48394,sleep
38,0.31069,3.5712,32.53,31.555,0.10461,-0.14429,0.36295,-0.48772,sleep
38,0.30182,4.4399,32.53,31.573,6.2223,-0.48696,9.5388,0.26465,sleep
38,0.30182,8.1559,32.428,31.555,0.24529,-0.67093,0.22684,0.76749,sleep
38,0.30182,10.81,32.31,31.518,0.56632,-0.67093,0.66163,0.76749,sleep
38,0.30182,12.837,32.192,31.462,0.66371,-0.67093,0.66163,0.76371,sleep
38,0.30182,14.381,32.075,31.388,0.26693,-0.67454,0.6087,0.76371,sleep
38,0.30182,15.54,31.974,31.296,0.47975,-0.67454,1.1569,0.76371,sleep
38,0.30182,15.733,31.874,31.222,0.73946,-0.68175,0.89226,0.77127,sleep
38,0.30182,15.347,31.824,31.148,0.37875,-0.68175,0.32136,0.77127,sleep
38,0.30182,15.54,31.774,31.093,12.921,-0.63125,19.512,0.54443,sleep
38,0.30182,15.781,31.707,31.038,0.36432,-0.15871,0.36295,-0.46503,sleep
38,0.30182,15.684,31.69,30.964,0.65289,-0.15511,0.60114,-0.46881,sleep
38,0.30182,14.671,31.69,30.872,0.24529,-0.15511,0.33271,-0.46881,sleep
38,0.30182,13.368,31.723,30.835,0.34629,-0.15511,0.30246,-0.46881,sleep
38,0.30182,12.065,31.757,30.817,0.36071,-0.15511,0.707,-0.46881,sleep
38,0.30182,10.907,31.79,30.835,0.41843,-0.15511,0.3932,-0.46881,sleep
38,0.30182,9.845,31.84,30.835,0.53025,-0.15511,1.0057,-0.46881,sleep
38,0.30182,8.7833,31.874,30.872,21.325,-0.02525,28.685,-0.62382,sleep
38,0.30182,6.7564,31.941,30.909,1.432,-0.014429,2.1739,-0.73347,sleep
38,0.30182,4.4399,32.025,31.001,0.11904,-0.010821,0.40076,-0.72968,sleep
38,0.31069,2.3647,32.108,31.093,0.021643,-0.010821,0.62004,-0.72968,sleep
38,0.31957,0.82042,32.192,31.185,7.759,0.23446,12.235,-0.36673,sleep
38,0.31957,1.9787,32.26,31.314,7.1241,-0.039679,10.503,-0.48016,sleep
38,0.31957,4.2469,32.277,31.407,0.41843,-0.10461,0.4121,-0.49528,sleep
38,0.31957,5.0673,32.293,31.444,0.23086,-0.10461,0.57467,-0.49528,sleep
38,0.31957,5.3569,32.31,31.462,0.34629,-0.10461,0.41966,-0.49528,sleep
38,0.31957,5.3569,32.344,31.481,0.46171,-0.101,0.40832,-0.48016,sleep
38,0.31957,5.2121,32.361,31.499,1.111,-0.097393,0.63517,-0.46503,sleep
38,0.31069,4.8743,32.395,31.518,2.6513,-0.12986,3.6787,-0.38564,sleep
38,0.31069,4.9225,32.428,31.518,4.967,-0.16954,5.9622,-0.37807,sleep
38,0.31069,4.8743,32.445,31.536,0.18036,-0.13707,0.69944,-0.43479,sleep
38,0.31069,4.6812,32.479,31.555,0.62043,-0.14789,1.3497,-0.43479,sleep
38,0.31069,4.5364,32.496,31.555,0.51221,-0.13346,0.64273,-0.44235,sleep
38,0.31069,4.3917,32.513,31.573,0.043286,-0.12264,0.49528,-0.44991,sleep
38,0.31069,4.1986,32.547,31.573,0.101,-0.12264,0.74103,-0.44991,sleep
38,0.31069,4.0056,32.58,31.592,0.20561,-0.12264,0.67297,-0.44991,sleep
38,0.31069,3.8125,32.597,31.61,0.20561,-0.12264,0.59358,-0.44991,sleep
38,0.30182,3.6678,32.614,31.647,0.054107,-0.12264,1.0548,-0.44991,sleep
38,0.30182,3.5712,32.631,31.666,0.093786,-0.12264,0.62004,-0.44991,sleep
38,0.30182,3.4265,32.648,31.685,0.13346,-0.12264,0.5104,-0.44991,sleep
38,0.30182,3.3299,32.682,31.703,0.079357,-0.11904,0.58602,-0.44991,sleep
38,0.30182,3.2334,32.699,31.722,0.068536,-0.11904,0.40076,-0.44991,sleep
38,0.30182,3.1369,32.716,31.74,2.4709,-0.1515,4.3441,-0.3932,sleep
38,0.30182,2.9439,32.75,31.778,0,-0.14068,0.1777,-0.36673,sleep
38,0.30182,2.7026,32.784,31.796,0.28496,-0.14068,0.094519,-0.36673,sleep
38,0.30182,2.606,32.818,31.815,0.18036,-0.14068,0.30624,-0.36673,sleep
38,0.30182,2.5095,32.852,31.852,0.23446,-0.14068,0.23819,-0.36673,sleep
38,0.30182,2.413,32.869,31.871,0.34989,-0.14429,0.46125,-0.35161,sleep
38,0.30182,2.6543,32.886,31.908,2.4565,-0.17675,3.6635,-0.34783,sleep
38,0.30182,3.3299,32.886,31.908,0.021643,-0.18396,1.3875,-0.38564,sleep
38,0.30182,3.3299,32.903,31.927,0.13346,-0.18396,1.8639,-0.3932,sleep
38,0.30182,3.2334,32.903,31.927,0,-0.18036,1.879,-0.3932,sleep
38,0.30182,3.0886,32.92,31.927,0.11182,-0.18036,1.8942,-0.3932,sleep
38,0.30182,2.9921,32.937,31.945,0.17675,-0.18036,1.1607,-0.39698,sleep
38,0.30182,3.0404,32.954,31.964,2.9326,-0.19118,6.1135,-0.40454,sleep
38,0.31069,2.9439,32.954,31.982,0.16593,-0.17314,0.24575,-0.43101,sleep
38,0.31957,2.8473,32.971,31.982,0.16954,-0.17314,0.38564,-0.43101,sleep
38,0.31957,2.7508,32.988,31.982,0.0505,-0.17314,0.15501,-0.43101,sleep
38,0.31957,2.6543,33.005,32.001,0.14429,-0.17314,0.36295,-0.43101,sleep
38,0.31957,3.8608,33.005,32.001,5.1762,-0.46532,10.707,0.30246,sleep
38,0.31957,9.7968,32.835,31.982,16.921,-0.51221,28.159,0.50662,sleep
38,0.33732,10.038,32.665,31.908,0.18396,0.57354,0.52174,-0.45369,sleep
38,0.39059,8.2042,32.631,31.833,5.1907,0.26693,7.9358,-0.61626,sleep
38,0.40834,10.279,32.597,31.796,0.064929,0.097393,0.16635,-0.71456,sleep
38,0.41722,11.293,32.513,31.759,0.46171,0.097393,0.33271,-0.71078,sleep
38,0.42609,11.245,32.462,31.703,0.32825,0.097393,0.57845,-0.707,sleep
38,0.44385,10.762,32.428,31.629,0.17675,0.097393,0.64273,-0.707,sleep
38,0.45272,10.135,32.411,31.555,0.28136,0.097393,0.47637,-0.707,sleep
38,0.44385,9.5555,32.411,31.481,0.30661,0.101,0.57845,-0.707,sleep
38,0.45272,8.9281,32.395,31.425,0.097393,0.101,0.5104,-0.707,sleep
38,0.45272,8.3972,32.395,31.388,0.28496,0.097393,0.29112,-0.71078,sleep
38,0.4616,7.8664,32.395,31.333,0.16232,0.093786,0.31002,-0.71456,sleep
38,0.4616,7.3838,32.395,31.296,0.20561,0.093786,0.5104,-0.71456,sleep
38,0.4616,6.9977,32.395,31.259,7.5786,0.061321,8.7827,-0.71456,sleep
38,0.4616,7.046,32.378,31.222,0.25611,0.036071,0.30624,-0.67675,sleep
38,0.47048,6.7081,32.378,31.203,0.26332,0.039679,0.53309,-0.67297,sleep
38,0.47936,6.3703,32.378,31.167,0.15871,0.039679,0.55577,-0.67297,sleep
38,0.47048,6.129,32.378,31.13,6.4388,-0.036071,10.586,-0.58224,sleep
38,0.45272,5.6947,32.395,31.111,0.32104,-0.02525,0.22684,-0.54821,sleep
38,0.4616,5.1638,32.411,31.093,0.13707,-0.02525,0.34783,-0.54821,sleep
38,0.4616,4.7777,32.428,31.093,0.22364,-0.02525,0.37807,-0.54821,sleep
38,0.4616,4.4399,32.428,31.093,0.22364,-0.021643,0.29112,-0.54821,sleep
38,0.4616,4.1504,32.445,31.093,0.22004,-0.021643,0.36673,-0.54821,sleep
38,0.4616,3.9091,32.462,31.093,0.24529,-0.021643,0.48394,-0.54821,sleep
38,0.4616,3.716,32.479,31.074,0.1515,-0.021643,0.31002,-0.54821,sleep
38,0.47048,3.523,32.496,31.074,0.22725,-0.021643,0.27599,-0.54821,sleep
38,0.47936,3.3782,32.496,31.074,0.404,-0.021643,0.57845,-0.54821,sleep
38,0.48823,3.2334,32.513,31.093,0.21643,-0.021643,0.31002,-0.54821,sleep
38,0.48823,3.0886,32.53,31.093,0.15511,-0.021643,0.5104,-0.54821,sleep
38,0.48823,2.9439,32.53,31.093,0.29218,-0.021643,0.22684,-0.54821,sleep
38,0.48823,2.8473,32.547,31.093,0.43646,-0.021643,0.54821,-0.54821,sleep
38,0.49711,2.7508,32.547,31.093,0.41121,-0.021643,0.16257,-0.54821,sleep
38,0.48823,4.2951,32.53,31.093,4.1049,-0.59157,9.4972,0.24953,sleep
38,0.49711,9.7968,32.344,31.056,0.32104,-0.80439,0.32136,0.66541,sleep
38,0.47936,13.03,32.125,31.001,5.133,-0.50861,7.6598,0.57467,sleep
38,0.47048,15.781,31.941,30.909,0.11543,-0.23807,0.46881,0.45747,sleep
38,0.47048,17.567,31.79,30.799,0.23086,-0.23807,1.07,0.45369,sleep
38,0.47048,16.312,31.69,30.707,21.964,0.032464,36.099,-0.77127,sleep
38,0.48823,14.092,31.69,30.671,5.3927,-0.079357,7.4556,-0.63895,sleep
38,0.50599,12.741,31.69,30.634,0.10821,-0.028857,0.94897,-0.56333,sleep
38,0.50599,10.955,31.723,30.597,0.33907,-0.028857,0.53309,-0.56333,sleep
38,0.49711,9.5555,31.74,30.561,0.16593,-0.02525,0.86957,-0.56333,sleep
38,0.47048,8.4938,31.774,30.543,0.31382,-0.02525,0.74859,-0.56333,sleep
38,0.45272,7.5768,31.79,30.524,0.27775,-0.02525,0.50662,-0.56333,sleep
38,0.44385,6.8529,31.807,30.524,0.24529,-0.02525,0.21928,-0.56333,sleep
38,0.43497,6.9012,31.824,30.543,14.98,-0.33546,26.424,-0.24575,sleep
38,0.41722,11.389,31.74,30.524,0.29579,-0.66011,0.31002,0.73347,sleep
38,0.41722,14.285,31.59,30.488,0.31382,-0.66011,0.25331,0.7259,sleep
38,0.41722,15.926,31.474,30.433,0.15871,-0.66011,0.42722,0.7259,sleep
38,0.40834,16.939,31.357,30.36,0.19839,-0.66011,0.42344,0.7259,sleep
38,0.41722,16.312,31.274,30.305,7.1169,-0.37514,7.2061,0.022684,sleep
38,0.39946,12.741,31.324,30.287,0.17314,-0.24889,0.6276,-0.25331,sleep
38,0.38171,10.714,31.391,30.287,0.23807,-0.24889,0.74103,-0.25709,sleep
38,0.36396,9.1694,31.474,30.305,0.32104,-0.24529,0.54821,-0.25709,sleep
38,0.35508,8.0112,31.54,30.342,0.31021,-0.24529,0.64651,-0.25709,sleep
38,0.3462,7.046,31.59,30.396,0.064929,-0.24529,0.6881,-0.26087,sleep
38,0.3462,6.3703,31.64,30.451,0.35711,-0.24168,1.0662,-0.28734,sleep
38,0.33732,5.7912,31.69,30.506,0.18757,-0.23807,0.30246,-0.29868,sleep
38,0.32845,5.3086,31.74,30.543,0.1515,-0.24168,0.65785,-0.32136,sleep
38,0.32845,4.8743,31.79,30.597,0.32104,-0.24529,0.29868,-0.33649,sleep
38,0.32845,4.2469,31.824,30.634,1.1507,-0.18396,2.7032,-0.45369,sleep
38,0.32845,3.4747,31.874,30.671,0.33546,-0.14789,0.67297,-0.50284,sleep
38,0.32845,3.1852,31.891,30.707,0.70339,-0.11904,2.465,-0.63139,sleep
38,0.33732,2.8956,31.941,30.744,3.4051,-0.082964,7.1343,-0.8053,sleep
38,0.3462,3.3782,31.974,30.799,1.1074,-0.093786,2.0719,-0.62004,sleep
38,0.3462,3.2334,32.008,30.835,0.18396,-0.079357,0.56711,-0.67297,sleep
38,0.33732,2.9439,32.041,30.872,0.1515,-0.079357,0.32514,-0.67297,sleep
38,0.33732,2.7026,32.058,30.946,0.21643,-0.082964,0.29112,-0.66919,sleep
38,0.33732,2.4613,32.092,30.982,12.571,-0.20561,20.454,-0.54443,sleep
38,0.32845,8.1559,31.991,31.001,2.2761,-0.80439,3.3724,0.65029,sleep
38,0.32845,13.609,31.774,30.982,0.068536,-0.81521,0.22306,0.65407,sleep
38,0.31957,16.553,31.59,30.964,0.17675,-0.81521,0.30624,0.65407,sleep
38,0.31957,18.194,31.44,30.891,0.10821,-0.81521,0.76749,0.65029,sleep
38,0.31957,19.304,31.324,30.817,0.10821,-0.81521,0.4121,0.65029,sleep
38,0.31957,20.028,31.225,30.762,0.17675,-0.81882,0.34405,0.65029,sleep
38,0.31957,20.414,31.109,30.671,0.24889,-0.81882,0.6087,0.65029,sleep
38,0.32845,20.752,31.01,30.616,0.25611,-0.81882,0.62004,0.65029,sleep
38,0.31957,21.09,30.927,30.543,0.043286,-0.81882,0.53687,0.65029,sleep
38,0.31957,21.283,30.845,30.488,0.046893,-0.81882,0.54821,0.65029,sleep
38,0.31957,21.476,30.779,30.415,0.20561,-0.81882,0.8242,0.65029,sleep
38,0.31957,21.669,30.713,30.342,0,-0.81882,0.63517,0.65029,sleep
38,0.31957,21.765,30.631,30.305,0.11904,-0.81882,0.35917,0.65029,sleep
38,0.31957,21.814,30.565,30.251,0.13346,-0.81882,0.69188,0.64651,sleep
38,0.31957,21.717,30.5,30.196,0.021643,-0.81882,0.6881,0.64651,sleep
38,0.31957,21.572,30.467,30.142,0.202,-0.81882,0.48394,0.64651,sleep
38,0.31069,20.173,30.434,30.087,8.7221,-0.23807,12.378,-0.57467,sleep
38,0.31957,17.711,30.484,30.033,0.064929,-0.11904,0.27978,-0.66163,sleep
38,0.31957,15.781,30.549,29.96,0.42564,-0.090179,0.51796,-0.66163,sleep
38,0.33732,14.14,30.598,29.906,15.421,-0.202,18.352,-0.23441,sleep
38,0.32845,14.188,30.615,29.851,0.25971,-0.32825,0.30624,0.53687,sleep
38,0.32845,14.14,30.582,29.797,0.21282,-0.32825,0.36673,0.53687,sleep
38,0.32845,13.706,30.582,29.761,0.23807,-0.32825,0.47259,0.53309,sleep
38,0.32845,13.127,30.582,29.743,0.22004,-0.33546,1.1985,0.53309,sleep
38,0.32845,12.596,30.565,29.761,0.34629,-0.34268,0.54821,0.53309,sleep
38,0.32845,12.113,30.565,29.779,0.13707,-0.34268,0.86579,0.53309,sleep
38,0.32845,11.775,30.565,29.815,0.22004,-0.34268,0.65785,0.53309,sleep
38,0.32845,11.438,30.582,29.851,0.17314,-0.34268,0.45369,0.53309,sleep
38,0.32845,11.148,30.582,29.906,0.16232,-0.34268,0.54443,0.53309,sleep
38,0.32845,10.907,30.582,29.924,0.043286,-0.34268,0.37051,0.53309,sleep
38,0.32845,10.665,30.598,29.96,0.19118,-0.34629,0.63139,0.52174,sleep
38,0.32845,10.472,30.615,29.996,0.303,-0.34629,0.99812,0.51418,sleep
38,0.32845,10.279,30.631,30.033,0.0505,-0.34629,0.78262,0.5104,sleep
38,0.32845,10.135,30.648,30.087,0.12264,-0.34629,0.52174,0.5104,sleep
38,0.32845,10.038,30.664,30.123,0.11543,-0.34989,0.30624,0.50284,sleep
38,0.32845,9.845,30.68,30.178,0.18757,-0.3535,0.19282,0.49528,sleep
38,0.32845,9.6037,30.713,30.214,0.18396,-0.3535,0.35917,0.49528,sleep
38,0.32845,9.459,30.73,30.251,0.17675,-0.3535,0.27978,0.49528,sleep
38,0.32845,9.3142,30.746,30.287,0.064929,-0.3535,0.44613,0.49528,sleep
38,0.32845,9.1694,30.763,30.324,0.064929,-0.3535,0.49528,0.49528,sleep
38,0.32845,9.0246,30.795,30.378,0.23807,-0.3535,0.24953,0.49528,sleep
38,0.32845,8.8798,30.812,30.415,0.064929,-0.3535,0.37429,0.49528,sleep
38,0.32845,8.9281,30.828,30.451,0.22725,-0.32464,0.6881,0.51418,sleep
38,0.32845,9.1211,30.828,30.506,0.23807,-0.31743,0.65407,0.51796,sleep
38,0.32845,9.1211,30.845,30.524,0.12625,-0.32104,0.55199,0.52174,sleep
38,0.32845,8.9764,30.861,30.561,1.6088,-0.33546,2.3289,0.46881,sleep
38,0.32845,7.6733,30.894,30.597,0.49779,-0.26693,0.77505,0.026465,sleep
38,0.32845,7.6251,30.911,30.616,18.573,-0.22725,27.581,-0.24953,sleep
38,0.32845,9.8933,30.861,30.616,0.22004,-0.0505,0.55199,-0.55577,sleep
38,0.32845,11.196,30.828,30.561,0.29218,-0.046893,0.65785,-0.55577,sleep
38,0.32845,11.534,30.828,30.506,0.31021,-0.043286,0.66541,-0.55577,sleep
38,0.32845,12.403,30.812,30.451,3.0192,-0.097393,4.9566,-0.54065,sleep
38,0.31957,12.982,30.795,30.378,0.31021,-0.086571,0.32893,-0.53687,sleep
38,0.31957,12.596,30.795,30.324,0.67093,-0.086571,0.40454,-0.53687,sleep
38,0.31957,11.968,30.795,30.287,0.28857,-0.086571,0.27221,-0.53687,sleep
38,0.31957,11.245,30.828,30.251,0.37514,-0.086571,0.44235,-0.53687,sleep
38,0.31957,10.472,30.845,30.233,0.28136,-0.086571,0.20794,-0.53687,sleep
38,0.31957,9.7485,30.861,30.214,0.47975,-0.086571,0.6276,-0.53687,sleep
38,0.31957,9.0729,30.894,30.196,0.093786,-0.082964,0.4121,-0.53687,sleep
38,0.31957,8.4455,30.927,30.196,0.27054,-0.082964,0.32893,-0.53687,sleep
38,0.31957,7.9146,30.977,30.196,0.37514,-0.082964,0.42344,-0.53687,sleep
38,0.31957,7.3355,30.993,30.196,0.37154,-0.082964,0.46881,-0.53687,sleep
38,0.31957,6.9012,31.026,30.196,0.42204,-0.082964,0.36295,-0.53687,sleep
38,0.31957,6.4668,31.059,30.196,0.15871,-0.082964,0.33649,-0.53687,sleep
38,0.31957,6.0808,31.092,30.196,0.29218,-0.082964,0.61626,-0.53687,sleep
38,0.31957,5.7429,31.142,30.214,0.41482,-0.082964,0.46503,-0.53687,sleep
38,0.31069,5.3569,31.158,30.214,0.26332,-0.082964,0.29112,-0.53687,sleep
38,0.31069,5.0673,31.192,30.214,0.27414,-0.082964,0.3138,-0.53687,sleep
38,0.31069,4.7777,31.241,30.233,0.21643,-0.082964,0.28356,-0.53687,sleep
38,0.31069,4.4882,31.258,30.233,0.39318,-0.082964,0.61248,-0.53687,sleep
38,0.31069,4.2951,31.274,30.251,0.46171,-0.082964,0.65029,-0.53687,sleep
38,0.31069,4.1021,31.308,30.251,0.27054,-0.082964,0.5293,-0.53687,sleep
38,0.31957,4.1021,31.324,30.251,5.1618,-0.11182,7.7808,-0.59736,sleep
38,0.31957,3.7643,31.341,30.269,0.10821,-0.064929,0.83176,-0.62004,sleep
38,0.31957,3.3299,31.357,30.269,0.064929,-0.061321,0.52174,-0.62004,sleep
38,0.31957,3.0404,31.391,30.287,0.26332,-0.064929,0.94519,-0.62004,sleep
38,0.31957,3.1369,31.407,30.287,11.316,-0.28136,17.981,-0.48394,sleep
38,0.32845,6.2738,31.341,30.287,0.18396,-0.58075,0.36673,-0.7864,sleep
38,0.32845,8.8798,31.258,30.287,0.22725,-0.58075,0.49906,-0.78262,sleep
38,0.32845,10.762,31.158,30.251,0.1515,-0.58075,0.84311,-0.78262,sleep
38,0.32845,12.017,31.059,30.214,0.14429,-0.58075,0.69566,-0.78262,sleep
38,0.32845,12.885,30.977,30.142,0.20921,-0.58075,0.66919,-0.78262,sleep
38,0.32845,13.561,30.894,30.069,0.23807,-0.58075,0.95653,-0.78262,sleep
