age,sensor1,sensor2,sensor3,sensor5,sensor6,sensor7,sensor8,sensor9,gender
27,4.5184,11.968,32.093,32.113,6.4337,0.96623,7.8265,-0.29694,M
53,7.4921,16.167,34.712,34.556,176,0.84556,210.46,0.048888,F
32,0.79005,27.17,32.57,32.14,154.11,0.76223,134.38,-0.47133,M
39,4.5894,32.72,33.793,33.581,111.17,0.86332,137.07,0.069541,M
30,0.14203,29.052,32.737,32.127,137.36,0.79227,140.36,-0.35726,M
36,1.6955,12.644,30.901,30.509,17.078,0.2828,8.7951,-0.90496,M
53,3.1069,18.966,34.71,34.559,8.426,0.42057,14.698,-0.87073,F
42,2.2991,35.085,32.629,32.814,139.06,0.78516,142.22,-0.34384,M
36,5.8677,19.352,33.184,33.062,38.616,0.26933,54.824,-0.71892,M
32,2.7163,22.344,33.213,32.775,170.71,0.88743,169.39,-0.3421,M
53,3.5685,33.155,32.386,31.582,54.385,0.83694,43.453,-0.48721,F
49,1.6955,24.468,31.888,31.184,25.423,0.83027,51.507,-0.49862,F
33,1.9884,19.835,31.893,31.507,112.54,0.79108,112.12,-0.4579,M
30,0.50599,17.132,29.855,29.327,148.96,0.80192,180.54,-0.45029,M
56,0.59476,29.776,32.35,32.563,93.864,0.72337,131.27,-0.27775,F
56,0.40834,14.381,33.652,33.749,3.7289,0.93506,3.2583,-0.19212,F
32,4.7403,30.5,33.742,33.226,194.63,0.85061,235.05,-0.11783,M
53,9.667,23.985,35.559,35.206,172.15,0.91661,235.47,-0.033846,F
53,7.4211,-0.2413,34.123,33.44,69.643,0.65289,114.72,-0.46869,F
42,4.7225,21.186,30.749,30.466,181.66,0.89651,172.2,-0.024622,M
53,5.7967,11.245,34.262,34.692,61.78,0.38981,108.87,-0.42493,F
53,13.44,31.224,34.643,34.252,101.8,0.8349,126.88,-0.37982,F
35,5.2374,19.159,33.004,32.349,77.277,0.7595,61.9,-0.39477,F
35,6.0452,37.836,31.338,31.277,70.786,0.70343,96.563,-0.48205,F
53,5.4682,8.7833,30.569,30.137,58.937,0.54267,81.213,-0.61542,F
26,3.604,27.846,31.871,30.576,161.04,0.78913,135.64,-0.16068,M
53,1.7044,16.119,30.622,30.204,0.73946,0.17675,0.47266,-1.0327,F
30,5.7878,31.562,33.914,33.269,141.9,0.52698,176.47,-0.69858,M
53,0.16866,-12.451,29.484,28.847,71.281,0.59235,100.21,-0.57146,F
35,2.1038,16.022,33.676,33.145,36.438,0.9275,35.224,-0.21174,F
53,3.2312,13.175,35.079,35.516,44.914,0.25379,51.898,-0.62514,F
32,4.7048,23.551,34.225,33.834,20.208,0.95371,27.797,-0.28508,M
30,12.25,29.052,34.582,33.757,60.782,0.77246,100.47,-0.45029,M
53,3.9946,6.8047,32.509,32.104,8.5275,0.17403,8.6701,-1.0084,F
53,1.3582,24.42,33.022,32.544,66.19,0.51592,83.056,-0.52018,F
30,0.33732,22.007,30.435,29.433,31.039,0.5368,45.728,-0.93425,M
30,18.153,27.943,33.456,32.711,177.25,0.42878,308.68,-0.71121,M
56,2.3701,29.921,32.454,32.246,116.2,0.85797,74.807,-0.303,F
39,5.7789,25.53,33.453,33.318,168.93,0.80648,137.33,-0.47906,M
53,4.9977,17.904,32.611,32.285,80.703,0.65289,119.32,-0.49649,F
26,2.308,23.02,32.222,31.21,158.12,0.8015,209.06,-0.20815,M
34,2.8584,36.147,28.066,27.822,135.55,0.85719,172.82,-0.40572,F
37,3.2223,26.35,31.782,32.665,72.235,0.66792,123.76,-0.50997,M
32,2.3879,39.863,33.523,33.555,5.2652,0.91661,7.9049,-0.39111,M
35,18.224,24.033,33.618,34.264,108.09,0.45993,152.75,-0.75695,F
53,3.1957,40.056,30.268,29.883,45.512,0.67486,65.365,-0.50704,F
43,0.071016,24.082,31.291,30.183,25.313,0.89244,34.693,-0.36887,M
34,3.897,29.004,29.594,28.93,16.287,0.58245,26.637,-0.76726,F
35,6.0718,22.634,30.127,29.287,3.3762,0.707,7.6235,-0.48562,F
33,2.8761,28.425,33.557,32.915,121.84,0.74955,156.71,-0.42083,M
28,0.21305,24.516,30.995,30.834,217.17,0.92727,205.45,-0.22794,M
33,6.3204,20.51,30.985,30.096,125.45,0.76371,143.2,-0.42491,M
31,10.137,25.674,33.608,32.841,164.3,0.79537,251.61,-0.39138,M
37,3.5952,51.686,33.301,33.281,151.02,0.86687,167.18,-0.32066,M
53,6.8441,27.798,34.746,34.976,171.45,0.66081,187.38,-0.15795,F
37,1.9174,30.886,32.296,32.277,192.69,0.85266,214.25,-0.25112,M
33,1.1274,24.42,31.316,30.712,206.54,0.805,221.05,-0.21533,M
35,18.127,18.049,32.232,32.989,65.523,0.74751,93.47,-0.10848,F
37,6.9418,35.809,33.47,32.758,246.66,0.74963,246.38,-0.2743,M
30,1.1806,24.468,30.024,29.881,92.899,0.74177,114.02,-0.42274,M
37,1.2872,23.985,31.012,31.652,168.13,0.8953,139.02,-0.37089,M
56,1.8997,13.416,33.934,33.789,16.023,0.90422,14.158,0.26513,F
33,1.7931,20.945,31.957,31.48,99.214,0.63258,66.469,-0.3535,M
53,9.7646,38.704,34.609,34.404,123.92,0.72832,129.16,-0.47008,F
56,0.16866,28.666,30.799,30.133,68.776,0.61248,68.84,-0.38564,F
35,18.127,11.245,33.106,33.587,22.536,0.96476,35.552,-0.40774,F
53,3.8526,23.937,30.988,30.871,31.692,0.77554,63.177,-0.48457,F
53,8.0425,5.6947,33.108,33.059,68.801,0.44713,90.155,-0.65572,F
30,2.3524,38.029,32.922,32.138,60.407,0.42572,92.217,-0.9068,M
35,12.792,16.505,32.556,32.493,62.625,0.60758,74.542,-0.72196,F
53,1.3049,29.68,30.156,29.426,29.847,0.38598,25.961,-0.80224,F
35,6.4979,16.505,32.748,31.861,11.452,0.8365,9.4135,-0.12202,F
53,5.2019,8.0594,32.048,31.905,71.656,0.505,100.39,-0.72289,F
30,7.0749,18.339,29.616,29.217,13.759,0.85233,13.026,-0.45602,M
53,10.706,20.607,35.839,35.593,111.56,0.6395,116.45,-0.54529,F
35,5.2995,20.559,31.206,30.691,46.428,0.94519,46.323,-0.20353,F
33,9.0456,26.881,32.544,31.936,11.589,-0.427,21.163,-0.4486,M
53,1.4203,25.192,33.056,32.563,35.495,0.64968,48.516,-0.5275,F
53,3.2933,26.157,33.84,33.104,3.0745,0.26467,3.5685,-0.98236,F
53,2.4944,26.591,34.832,35.496,48.468,0.2828,65.36,-0.36094,F
34,1.2694,34.12,28.498,28.035,104.94,0.80591,128.09,-0.3053,F
43,0.47936,33.251,30.995,30.075,161.64,0.84608,210.04,-0.38424,M
30,9.9511,24.661,33.022,31.88,101.87,0.8365,121.8,-0.35888,M
54,0.56813,16.65,34.482,34.019,89.394,0.64899,109.1,-0.41304,F
53,4.616,20.317,32.68,32.095,143.1,0.53746,198.6,-0.54812,F
30,8.8681,25.336,31.625,30.746,27.517,0.72561,31.686,-0.28722,M
25,5.1841,0.7239,33.054,32.65,48.101,0.30093,54.402,-0.68467,M
36,2.2991,23.744,32.197,31.94,14.43,0.0038634,35.893,-0.95481,M
30,1.589,20.752,31.027,30.756,75.301,0.71859,161.18,-0.46647,M
56,0.27519,39.042,33.422,33.213,93.936,0.62844,123.36,-0.11363,F
53,3.2667,27.605,31.155,30.815,138.16,0.56993,197.88,-0.69111,F
54,0.15979,15.057,29.888,29.023,8.5513,0.54615,5.7513,-0.54415,F
54,0.53262,20.028,33.719,33.255,6.4391,0.62361,16.812,-0.54699,F
35,4.7669,33.348,33.497,33.424,145.2,0.56774,194.34,-0.4142,F
31,9.7646,34.94,32.234,31.591,115.38,0.77246,167.26,-0.37454,M
49,3.5774,22.827,31.266,30.364,46.956,0.476,67.929,0.56345,F
32,1.4203,33.492,34.013,33.724,27.577,0.57555,51.329,-0.84238,M
31,6.8086,36.002,32.594,32.135,123.01,0.88554,184.65,-0.36421,M
30,3.0004,40.394,33.388,32.606,143.48,0.83135,130.4,-0.35726,M
36,4.7403,17.808,30.047,29.99,151.95,0.88375,125.57,-0.37118,M
52,8.655,9.7003,34.978,35.651,32.568,0.38921,40.413,-0.46776,F
30,7.9094,17.76,33.04,32.621,90.374,0.76402,116.42,-0.65705,M
56,0.39946,26.639,31.808,31.376,62.778,0.79872,60.659,-0.040295,F
33,0.35508,27.846,30.043,29.141,24.159,0.94897,20.939,-0.28566,M
53,6.1961,9.4107,33.024,32.821,13.664,-0.0505,16.317,-0.77452,F
36,2.0506,22.151,28.08,27.054,100.61,0.62059,134.74,-0.6257,M
30,9.738,20.124,29.122,28.598,46.116,0.78948,54.87,-0.4242,M
53,2.7785,24.178,30.539,29.506,0.36432,-0.24168,2.6254,-1.0486,F
30,8.6373,24.42,30.194,28.794,116.72,0.81286,128.23,-0.50704,M
37,3.2933,20.655,32.229,33.506,59.022,0.81714,82.159,-0.24726,M
30,12.969,29.776,31.308,30.356,215.26,0.5104,286.83,-0.64987,M
53,3.7638,-1.11,33.562,32.61,0.072143,-0.33186,2.6215,-0.95723,F
31,13.173,15.636,32.733,32.195,92.25,0.54662,187.13,-0.5555,M
39,0.32845,7.7216,30.241,30.148,8.9529,0.80079,13.048,-0.40513,F
39,4.4651,2.4613,32.252,33.986,39.783,0.68175,41.042,-0.50443,F
35,13.635,25.385,32.865,32.741,82.421,0.89111,121.96,-0.37781,F
36,2.7252,35.616,32.682,32.037,135.29,0.6667,189.99,-0.57444,M
30,5.4238,30.259,33.927,33.541,53.28,0.72981,68.944,-0.56483,M
39,7.4655,28.57,33.64,33.581,51.323,0.72121,53.84,-0.59883,M
53,17.931,41.504,34.695,34.442,120.49,0.88464,172.63,-0.27453,F
53,11.638,28.811,34.849,34.727,132.34,0.79937,177.96,-0.35726,F
30,5.3084,21.91,29.057,29.035,23.465,0.96623,37.064,-0.31462,M
49,6.3559,20.945,29.109,28.524,12.157,0.85986,7.0187,-0.36266,F
53,5.1486,20.848,34.849,34.938,183.1,0.86687,203.22,-0.030085,F
53,3.0981,9.2177,33.859,33.44,5.9879,-0.039679,15.506,-1.0089,F
34,3.9325,29.149,29.626,29.635,164.47,0.71066,186.76,-0.59051,F
35,3.1691,12.499,32.307,31.779,67.154,0.79984,94.934,-0.21424,F
33,1.6422,33.203,33.825,32.966,149.34,0.71771,140.16,-0.43563,M
39,3.0359,18.194,32.457,31.772,152.1,0.808,203.44,-0.14696,F
42,4.7048,24.178,33.284,32.944,49.998,0.81003,47.238,-0.52542,M
37,5.9831,23.599,32.696,33.619,74.747,0.73542,118.95,-0.52542,M
31,2.5211,41.504,32.695,32.483,158.46,0.85203,181.52,-0.26792,M
53,8.7438,17.47,35.594,35.438,86.627,0.66792,115.81,-0.51145,F
28,1.518,24.564,32.03,32,130.48,0.93438,154.33,-0.13522,M
39,4.8202,27.412,34.134,34.319,44.37,0.7745,37.749,-0.49451,M
36,1.1096,14.719,33.281,32.699,186.8,0.80591,153.87,-0.36957,M
30,3.2756,21.524,29.964,29.162,79.757,0.7777,70.209,-0.34643,M
53,8.6994,14.526,32.543,32.591,72.983,0.85489,114.36,-0.24229,F
53,4.4917,10.424,35.385,36.091,62.869,0.15711,115.66,-0.62487,F
56,0.27519,29.439,33.039,32.184,81.301,1.0051,46.929,-0.058611,F
34,4.8379,27.556,29.756,29.49,102.38,0.6667,112.99,-0.32136,F
49,4.6071,25.916,27.55,26.907,84.603,0.16815,79.646,-0.45424,F
53,6.8885,20.8,32.065,31.339,36.061,0.7575,59.062,-0.53621,F
52,7.7407,12.837,33.981,33.539,22.863,0.72128,33.197,-0.042848,F
42,4.6249,30.935,33.997,33.638,222.8,0.81003,237.68,-0.24339,M
53,5.2729,23.599,34.404,34.689,141.89,0.79937,171.39,-0.071452,F
56,2.4678,26.784,32.385,32.189,29.62,0.80642,18.184,-0.25811,F
53,0.08877,31.176,26.919,26.719,156.02,0.9753,151.78,-0.10419,F
31,11.451,24.371,33.642,32.767,163.9,0.79537,230.67,-0.32404,M
34,8.8414,34.361,33.069,32.727,126.67,0.42783,142.32,-0.51351,F
33,1.2428,17.47,31.807,31.112,67.887,0.67723,59.591,-0.39769,M
52,8.1934,17.76,34.199,33.26,38.92,0.35,63.006,-0.6424,F
28,4.2521,32.334,31.322,30.997,201.07,0.92017,273.96,-0.10431,M
30,2.6098,20.124,31.47,30.908,1.7865,0.68419,0.92217,-0.66858,M
30,7.5188,37.45,31.64,30.72,26.617,-0.90666,33.263,0.202,M
37,7.9537,36.34,33.521,32.888,261.51,0.81003,282.36,-0.22021,M
33,5.5925,13.465,33.642,33.195,59.954,0.73319,77.787,-0.59338,M
53,6.1517,29.921,33.422,32.921,82.943,0.78161,68.56,-0.53777,F
56,0.21305,28.087,31.503,31.585,54.241,0.77162,51.088,-0.057636,F
30,0.64802,11.775,31.2,30.419,74.375,0.868,63.217,-0.2907,M
54,0.51486,18.966,33.307,32.934,72.35,0.69975,71.359,-0.54327,F
30,9.019,36.919,32.384,31.627,17.007,0.3535,25.157,-0.5555,M
32,3.6928,33.83,33.469,33.094,22.259,0.96108,39.953,-0.32689,M
28,2.6365,29.921,31.191,30.689,219.26,0.92017,235.56,-0.10817,M
25,8.1224,19.98,32.019,31.378,77.81,0.73963,116.09,-0.51723,M
30,2.814,-1.6408,32.083,31.824,195.6,0.94267,190.15,-0.3804,M
53,5.2818,-2.606,33.964,33.595,17.7,-0.27054,39.779,-0.87779,F
53,6.9595,29.004,34.764,35.072,189.97,0.85266,195.83,0.13914,F
53,3.391,19.497,32.901,33.251,76.115,0.66114,113.1,-0.64839,F
36,18.136,16.505,31.206,30.799,65.901,0.2843,128.79,-0.82219,M
32,1.0031,26.929,33.247,32.812,181.76,0.85797,193.23,-0.29648,M
36,1.5446,26.06,28.469,27.769,115.41,0.8484,117.02,-0.48783,M
43,0.21305,17.374,30.651,29.444,14.407,-0.44429,15.934,-0.36118,M
26,8.3,22.296,32.878,31.924,58.324,0.88189,64.429,-0.18043,M
30,3.0803,19.304,31.676,31.419,89.032,0.62587,120.38,-0.55394,M
56,0.25743,20.076,32.012,31.395,2.1669,0.83311,2.1063,0.043959,F
53,9.6226,19.256,35.962,35.554,179.21,0.81358,207.7,-0.24068,F
54,2.0506,33.541,33.035,32.719,86,0.63202,103.44,-0.26423,F
39,6.3737,28.184,33.453,33.224,93.733,0.82069,90.338,-0.46361,M
27,2.0506,13.078,32.179,32.17,52.267,0.70307,58.271,-0.49844,M
25,4.5361,29.197,31.834,31.341,193.79,0.90278,183.69,-0.37583,M
43,0.86106,34.651,33.348,32.88,124.18,0.71859,144.58,-0.50335,M
53,1.6422,2.1234,32.577,31.753,39.412,-0.11543,48.668,-0.82616,F
30,12.916,28.184,33.064,32.427,58.997,0.65863,54.704,-0.25408,M
31,1.3227,35.278,30.445,29.653,209.68,0.86579,254.76,-0.32493,M
56,2.2015,30.983,31.657,31.773,84.791,0.46806,102.12,-0.28196,F
53,10.466,14.961,32.628,32.499,166.97,0.8339,189.29,-0.36838,F
54,1.1806,9.5555,32.755,32.318,62.152,0.54241,90.428,-0.43691,F
30,4.2521,21.814,32.552,32.108,166.61,0.69155,168.77,-0.53936,M
25,11.771,18.001,32.594,32.442,108.49,0.88828,128.59,-0.34234,M
53,5.3972,20.414,32.441,31.638,6.3956,-0.0036256,4.376,-0.47629,F
33,0.29294,40.201,29.329,27.927,80.356,0.71456,79.491,-0.31422,M
30,11.247,38.656,32.867,32.029,19.763,0.42878,29.399,-0.39558,M
56,0.17754,31.321,30.748,29.93,79.925,0.77505,77.07,-0.30351,F
54,2.1038,24.227,33.018,32.21,7.4985,0.82483,15.6,-0.4142,F
36,9.4628,20.366,31.035,30.192,241.64,0.56942,246.1,-0.23811,M
33,6.8619,18.387,31.758,31.153,369.95,0.99744,204.42,-0.30771,M
56,0.16866,27.074,30.934,30.115,11.444,0.59358,16.182,-0.0071414,F
53,3.4531,24.323,31.98,32.629,38.831,0.11904,63.598,-0.78247,F
53,14.105,15.347,34.038,34.393,13.752,0.1559,15.245,-0.49118,F
53,0.74566,10.521,32.082,31.264,1.2336,0.75029,4.0553,-0.5799,F
36,3.0803,7.9146,34.775,34.667,49.083,0.87805,55.788,-0.46877,M
54,1.1451,26.833,33.138,32.266,61.695,0.51418,100.82,-0.69272,F
54,0.50599,17.808,34.273,34.115,60.367,0.71788,66.752,-0.51351,F
56,0.27519,28.184,31.102,30.985,95.919,0.90572,127.63,-0.058611,F
30,0.51486,24.661,32.604,31.788,137.29,0.96108,90.739,-0.25467,M
30,2.4589,10.762,33.674,33.499,51.039,0.83845,72.313,-0.40239,M
53,1.2428,9.4107,33.232,32.879,48.13,0.22364,58.566,-0.75863,F
37,2.3968,30.162,32.529,32.092,48.293,0.27712,52.326,-0.93108,M
36,0.78117,37.401,32.241,31.308,152.39,0.7473,210.17,-0.44991,M
56,0.50599,18.773,32.323,31.821,82.651,0.77883,52.575,0.042848,F
30,1.0741,21.62,31.86,31.382,93.598,0.76109,97.46,-0.47741,M
53,4.6604,11.582,31.608,31.584,34.578,0.20921,54.487,-0.87382,F
56,0.71903,19.931,31.736,30.953,37.736,0.98678,23.902,-0.35707,F
32,1.296,31.9,33.911,33.686,204.51,0.72832,246.89,-0.50016,M
37,6.1073,38.125,33.318,33.262,49.287,0.9024,50.294,0.28589,M
26,6.924,22.682,33.186,32.176,81.806,0.707,112.11,-0.17675,M
53,5.8765,42.951,32.97,32.68,110.57,0.84911,115.21,-0.40239,F
56,2.0595,26.688,32.266,32.038,58.409,0.71805,59.814,-0.29552,F
35,5.5747,19.642,32.885,32.33,114.18,0.5775,126.64,-0.46296,F
34,18.162,17.615,34.395,34.656,75.497,0.75051,103.99,-0.43536,F
32,2.8317,25.288,33.06,32.55,172.44,0.9353,224.34,-0.17865,M
25,18.127,24.95,32.441,31.731,133.91,0.69612,177.19,-0.51723,M
33,1.5979,20.124,31.787,31.295,84.597,0.58917,79.805,-0.55703,M
39,0.37283,20.221,27.553,29.268,169.35,0.80079,141.99,-0.21846,F
54,2.2991,20.028,33.998,33.789,30.53,0.78556,39.796,-0.24995,F
56,0.1154,17.615,30.563,29.874,2.5218,0.7259,2.1281,-0.38207,F
53,4.5805,13.03,31.811,31.302,0.23086,0.13707,1.1201,-1.0446,F
27,1.7044,11.679,31.75,30.995,114.2,0.80912,131.51,-0.25099,M
56,0.44385,22.634,32.05,31.768,72.312,0.96547,41.832,-0.26897,F
53,0.38171,0.2413,32.472,31.619,25.016,0.50445,28.972,-0.19049,F
33,2.6986,22.827,31.717,31.21,79.422,0.8435,95.743,-0.46655,M
32,1.5357,29.535,32.587,32.214,111.75,0.81747,132.3,-0.3649,M
32,1.2161,28.087,34.199,34.119,184.91,0.70345,216.57,-0.51145,M
39,5.5392,21.331,31.625,31.32,83.592,0.64207,69.544,-0.51635,F
30,1.66,12.741,31.791,31.424,35.64,0.68095,43.617,-0.62599,M
49,1.5091,21.814,31.955,31.221,162.74,0.75776,150.28,-0.41304,F
39,3.0093,13.32,32.32,31.471,55.503,0.14789,77.556,-0.52032,F
35,3.3999,14.816,33.773,33.137,12.726,0.91767,13.926,0,F
31,1.1984,33.155,32.19,31.886,223.01,0.91729,230.33,-0.093026,M
53,3.027,1.8821,33.353,32.457,64.305,0.505,91.151,-0.65139,F
33,3.5242,25.288,31.935,31.396,71.775,0.4095,93.417,-0.6101,M
26,4.3763,18.435,33.068,32.103,165.94,0.76592,151.98,-0.24408,M
36,0.51486,35.23,32.005,31.662,111.42,0.75462,173.82,-0.48606,M
36,6.8175,22.634,30.529,29.727,69.649,0.48016,122.47,-0.67843,M
26,8.1313,28.57,32.306,31.044,136.55,0.903,160.14,-0.043066,M
34,6.7554,12.596,33.393,33.312,60.001,0.52572,77.893,-0.69212,F
36,6.7997,18.484,30.934,30.808,83.544,0.85626,95.434,-0.33583,M
30,0.08877,27.219,30.684,29.979,22.116,0.81626,33.216,-0.40461,M
49,2.9028,24.033,31,30.09,99.642,0.665,147.32,0.52756,F
30,1.1274,23.406,33.607,32.995,38.661,0.91661,45.421,-0.28205,M
37,2.0239,27.894,32.063,32.185,126.67,0.83135,142.95,-0.054087,M
30,1.012,1.7374,29.831,28.707,11.1,0.94659,12.125,-0.37825,M
35,5.0332,12.21,29.152,28.289,93.247,0.644,89.312,-0.59934,F
35,8.6817,28.136,32.3,32.227,67.898,0.58548,81.496,-0.63967,F
39,0.9232,17.615,31.879,31.264,107.42,0.79357,139.83,-0.29789,F
39,1.8287,21.331,32.116,31.546,141.36,0.707,188.98,-0.22243,F
39,7.1726,39.235,33.742,33.431,123.22,0.7745,129.13,-0.37475,M
35,1.4026,26.35,33.738,33.252,59.788,0.81412,94.22,-0.23567,F
54,0.18642,11.582,32.824,32.356,4.3093,0.808,7.7134,-0.45677,F
34,4.403,26.881,29.838,29.599,139.01,0.73997,173.32,-0.47803,F
32,2.6098,31.562,32.787,32.477,184.57,0.79582,186.02,-0.30085,M
53,6.2316,18.001,32.781,33.524,92.258,0.77951,131.04,-0.41676,F
54,0.36396,22.393,32.072,31.593,5.6988,0.59274,8.9982,-0.64987,F
26,10.546,20.752,33.023,32.323,157.34,0.63478,185.68,-0.45724,M
36,6.7642,37.498,31.616,30.43,19.524,0.73347,39.278,-0.28923,M
30,0.097646,13.706,27.536,25.746,16.677,0.3932,23.845,-0.72842,M
28,7.5543,31.803,31.716,31.561,50.261,0.48673,63.545,-0.76881,M
54,0.56813,36.002,32.306,32.236,103.12,0.5425,104.47,-0.68188,F
54,0.37283,16.794,32.055,31.462,2.2281,0.50347,4.3348,-0.63559,F
32,0.59476,29.246,33.087,32.754,85.75,0.91306,130.66,-0.26701,M
35,2.2015,25.578,30.574,30.272,57.416,0.26792,67.773,-0.70332,F
53,6.7287,25.095,31.935,31.174,26.587,0.38794,30.334,-0.78514,F
53,1.7488,17.422,30.341,29.67,79.31,0.64207,114,-0.63153,F
34,1.4736,37.257,29.399,28.858,111.18,0.77294,154.58,-0.46196,F
25,3.3377,22.248,31.449,30.33,89.256,0.70337,95.81,-0.47629,M
35,5.2552,22.393,30.21,29.415,303.38,0.82798,355.99,-0.27852,F
53,6.6932,19.159,32.235,32.076,4.8841,0.79357,11.141,-0.50046,F
49,0.97646,16.457,31.466,30.712,87.906,0.728,92.265,0.5132,F
35,7.7052,20.462,30.294,30.133,44.382,0.18904,68.372,-0.65701,F
36,1.66,36.581,32.428,31.943,84.214,0.72165,116.42,-0.46196,M
53,3.4709,9.2177,31.693,31.32,34.369,0.87293,50.809,0.031775,F
36,18.136,52.072,29.888,30.613,0.101,0.60974,0.69906,-0.47663,M
28,5.2108,36.533,30.898,30.707,205.13,0.92372,310.62,-0.13908,M
39,0.62139,14.575,31.172,30.537,123.07,0.66732,98.444,-0.53224,F
56,0.75454,40.201,32.676,32.39,176.33,0.93398,78.576,-0.29458,F
36,1.3227,24.806,32.292,31.681,145.32,0.82422,111.67,-0.3776,M
30,7.6697,9.2659,30.38,30.305,151.31,0.85233,158.5,-0.40299,M
30,0.097646,30.356,32.671,31.926,88.208,0.84201,102.54,-0.32718,M
36,0.36396,-0.57912,21.491,21.179,0.25847,0.16725,0.36118,0.15754,M
36,2.1837,21.91,28.08,27.036,104.19,0.79734,148.64,-0.38885,M
53,6.8353,18.146,31.963,31.339,152.7,0.7575,214.88,-0.28995,F
54,0.4616,17.277,33.84,33.331,16.047,0.10877,17.005,-0.75165,F
56,0.55925,18.918,31.599,30.971,54.431,0.87713,49.258,-0.17139,F
33,17.301,26.205,33.245,32.651,151.51,0.462,186.88,-0.44502,M
39,3.9059,17.856,32.337,32.171,163.29,0.80079,164.36,-0.38528,F
53,9.1433,32.141,34.148,33.686,132.34,0.8349,165.58,-0.39863,F
27,1.7665,12.403,32.299,32.458,146.69,0.75021,189.12,-0.56914,M
53,2.6986,24.661,32.089,31.645,67.089,0.77226,98.385,-0.41304,F
53,0.24855,3.2334,30.205,28.901,37.903,0.707,48.574,-0.46889,F
30,18.011,36.002,33.186,32.287,28.012,-0.66772,48.371,-0.14729,M
56,0.45272,20.51,32.54,32.468,6.2331,1.0242,2.5166,-0.16851,F
54,0.19529,15.009,33.177,32.487,32.293,0.67643,35.856,-0.5275,F
53,4.3053,10.328,33.544,33.381,90.085,0.72504,159.48,-0.50046,F
30,0.94983,30.259,30.564,29.808,10.006,-0.21249,6.0496,-0.84184,M
56,0.39946,22.634,31.842,31.601,36.737,0.94394,36.508,0.025642,F
39,3.3555,38.849,32.746,32.443,165.56,0.84201,184.95,-0.45202,M
31,3.9591,34.988,32.966,32.708,228.15,0.93179,240.98,-0.13768,M
53,0.079893,21.138,28.4,28.157,20.364,0.71411,31.871,-0.71828,F
53,4.5983,21.234,32.048,31.546,140.2,0.59879,187.1,-0.57196,F
30,4.3675,25.916,33.001,32.36,31.671,0.77901,52.495,-0.44608,M
35,18.127,27.315,31.421,31.343,44.721,0.67018,64.603,-0.53867,F
49,2.4323,34.216,30.911,31.092,186.07,0.80127,184.9,-0.43164,F
53,5.6901,14.961,31.239,30.611,141.65,0.74668,278.96,-0.37336,F
34,5.0687,30.886,29.334,29.237,149,0.71799,151.1,-0.33341,F
53,5.5747,28.232,34.154,34.978,103.19,0.44634,217.43,-0.32493,F
49,0.30182,10.762,29.893,29.118,142.15,0.82547,167.42,-0.46156,F
26,4.5272,23.599,32.816,31.843,44.156,0.7035,49.698,-0.5455,M
53,10.049,32.962,34.849,34.556,96.621,0.74963,101.21,-0.36854,F
53,0.15091,6.5151,30.589,30.37,91.888,0.73225,108.25,-0.53621,F
30,1.2073,38.029,31.827,31.735,74.03,0.76495,101.9,-0.38265,M
53,2.379,15.684,34.346,34.449,51.686,0.71771,75.785,-0.35707,F
53,9.4983,26.398,35.559,35.13,199.92,0.79227,213.34,-0.27453,F
35,1.8997,31.61,31.493,31.351,17.824,0.39443,20.37,-0.76223,F
30,0.39059,34.795,29.5,28.98,91.223,0.76199,132.61,-0.38178,M
30,18.171,6.6116,31.904,31.561,112.04,0.80912,165.28,-0.32169,M
26,0.47936,19.256,33.386,32.334,142.14,0.92282,93.648,-0.27249,M
56,0.76342,20.8,31.891,31.084,5.4783,0.54065,6.563,-0.79627,F
36,10.608,25.578,30.495,30.669,41.769,0.4863,81.984,-0.66331,M
31,6.2139,27.46,31.257,29.801,7.8375,0.5293,17.686,-0.83197,M
26,8.8947,19.594,33.152,31.974,84.104,0.4026,138.66,-0.505,M
36,6.6045,-28.715,36.133,38.639,168.56,0.85233,137.35,-0.37471,M
36,6.9684,18.628,32.926,32.851,69.701,0.16459,91.608,-0.78644,M
30,10.102,20.848,33.607,32.462,122.82,0.6685,148.95,-0.43425,M
53,2.1216,23.261,33.222,32.746,81.45,0.57285,168.94,-0.25303,F
56,1.4026,26.302,31.92,32.434,93.007,0.67427,110.9,-0.26513,F
54,2.6897,24.227,33.429,32.852,57.892,0.52846,66.911,-0.6213,F
36,0.19529,13.368,28.518,27.786,27.062,0.47919,30.839,-0.71761,M
36,2.1127,13.851,34.168,33.825,20.876,0.88185,24.822,-0.32276,M
53,8.7527,26.012,35.438,35.226,191.27,0.81714,182.04,-0.18051,F
36,0.053262,19.545,31.254,29.818,30.928,0.34707,60.534,-0.89014,M
32,1.2872,26.109,34.336,34.119,149.52,0.61108,180.65,-0.62803,M
37,3.5863,32.817,32.813,31.927,171.25,0.80292,228.13,-0.3593,M
53,14.549,22.248,35.316,35.053,115.79,0.86332,141.53,-0.31589,F
30,13.999,23.889,33.486,32.368,20.034,0.84,33.67,-0.41272,M
30,0.51486,30.066,33.238,32.495,78.157,0.94504,96.945,-0.17299,M
30,12.241,17.422,31.64,30.847,174.39,0.78228,244.74,-0.45029,M
53,2.5477,15.829,31.777,31.245,111.96,0.69618,133.79,-0.48854,F
30,7.9094,32.769,34.444,33.757,156.03,0.76919,192.83,-0.40821,M
